Account_ID,Customer_Name,Age,Gender,Marital_Status,Account_Type,Balance,Interest_Rate,Account_Term,Opening_Date,Closing_Date,Transaction_Status,Transaction_Amount,Transaction_Type,Frequency,Region,Occupation,Dependents,Customer_Satisfaction_Rating
A0173,Customer_173,64,Female,Single,Fixed Deposit,412987,4.262972522619366,8,2018-02-21,2029-06-17,Success,69903,Transfer,Yearly,West,Self-Employed,4,1
A0174,Customer_174,25,Male,Divorced,Savings,600544,5.080544168801433,7,2016-07-15,2027-06-08,Failed,49670,Deposit,Quarterly,West,Employed,3,3
A0175,Customer_175,61,Female,Married,Fixed Deposit,577363,5.377630067597794,11,2014-01-01,2028-06-24,Failed,91110,Transfer,Yearly,North,Student,2,5
A0176,Customer_176,52,Male,Married,Savings,881651,4.809424916835184,1,2000-08-11,2022-08-26,Success,49154,Withdrawal,Monthly,South,Unemployed,1,3
A0177,Customer_177,66,Male,Divorced,Fixed Deposit,515796,3.121536930740354,9,2006-06-07,2029-12-20,Success,41774,Withdrawal,Monthly,West,Retired,3,2
A0178,Customer_178,35,Male,Divorced,Savings,162050,5.235597221600657,18,2010-11-15,2027-05-05,Failed,78684,Transfer,Monthly,West,Student,4,5
A0179,Customer_179,67,Female,Divorced,Current,58152,3.9444333105383613,17,2001-11-06,2029-03-04,Success,56400,Transfer,Quarterly,East,Retired,2,5
A0180,Customer_180,59,Male,Single,Current,379356,4.554611518394469,18,2002-11-04,2025-12-16,Failed,83480,Transfer,Yearly,East,Self-Employed,2,1
A0181,Customer_181,39,Male,Divorced,Savings,5000,5.984168238893961,19,2011-05-04,2024-10-19,Failed,32153,Transfer,Quarterly,West,Unemployed,2,1
A0182,Customer_182,25,Female,Single,Current,449377,5.480642485903154,19,2001-09-21,2028-09-23,Success,6154,Withdrawal,Monthly,South,Student,5,4
A0183,Customer_183,36,Female,Divorced,Savings,92884,5.464680376071243,5,2019-02-05,2022-04-06,Failed,80844,Transfer,Quarterly,North,Retired,0,2
A0184,Customer_184,45,Female,Married,Current,309857,2.2348994063766603,4,2017-07-30,2029-03-16,Failed,77081,Transfer,Quarterly,East,Self-Employed,5,2
A0185,Customer_185,28,Female,Single,Fixed Deposit,864918,3.9079131404889615,2,2006-03-26,2026-05-16,Failed,24885,Transfer,Quarterly,East,Unemployed,5,4
A0186,Customer_186,47,Female,Divorced,Current,695178,4.082831187423392,15,2005-08-26,2021-06-14,Success,70284,Withdrawal,Monthly,North,Self-Employed,5,2
A0187,Customer_187,18,Female,Divorced,Fixed Deposit,656455,5.940557650321078,12,2002-12-21,2022-07-26,Success,38659,Deposit,Monthly,East,Unemployed,5,2
A0188,Customer_188,64,Male,Divorced,Fixed Deposit,630371,5.425743815029188,5,2013-10-23,2028-08-09,Success,19572,Deposit,Monthly,South,Student,2,4
A0189,Customer_189,64,Female,Divorced,Current,504660,6.82916606784331,5,2006-04-20,2027-03-07,Success,43049,Withdrawal,Yearly,South,Student,4,2
A0190,Customer_190,34,Male,Married,Fixed Deposit,210374,2.269010961538748,9,2006-03-04,2022-04-24,Failed,32497,Deposit,Yearly,North,Student,4,4
A0191,Customer_191,50,Female,Single,Current,102698,5.718349831228744,12,2019-03-29,2024-06-15,Success,7080,Withdrawal,Quarterly,North,Retired,4,4
A0192,Customer_192,66,Male,Divorced,Fixed Deposit,27985,3.0154361136466896,19,2005-10-05,2021-04-12,Failed,82604,Deposit,Yearly,West,Unemployed,3,5
A0193,Customer_193,29,Male,Single,Current,218005,6.34424980658758,8,2000-04-26,2025-07-04,Failed,36809,Deposit,Yearly,North,Retired,1,2
A0194,Customer_194,50,Male,Single,Fixed Deposit,180130,6.302223692466248,8,2016-08-17,2027-12-05,Success,16675,Deposit,Monthly,South,Student,3,2
A0195,Customer_195,24,Female,Divorced,Savings,670191,4.215319269522409,9,2002-07-02,2030-06-07,Success,66719,Withdrawal,Monthly,North,Unemployed,3,3
A0196,Customer_196,58,Female,Divorced,Current,306986,3.127742488365113,10,2013-07-17,2023-06-22,Failed,76656,Transfer,Monthly,South,Employed,3,1
A0197,Customer_197,37,Female,Single,Current,86916,5.168942470275948,3,2003-12-01,2026-01-01,Failed,64192,Transfer,Monthly,West,Self-Employed,2,2
A0198,Customer_198,58,Female,Single,Current,497574,5.547727266238345,19,2020-05-30,2025-01-03,Failed,27525,Deposit,Yearly,West,Employed,3,3
A0199,Customer_199,50,Male,Single,Fixed Deposit,885756,3.838705605086226,13,2013-04-09,2022-01-14,Failed,95428,Transfer,Quarterly,South,Unemployed,1,2
A0200,Customer_200,56,Female,Married,Savings,122119,4.941926700868276,19,2016-07-28,2024-08-29,Failed,10770,Deposit,Monthly,West,Student,1,4
A0201,Customer_201,30,Female,Married,Fixed Deposit,324331,5.692250162489227,7,2003-05-23,2021-08-14,Success,61791,Transfer,Yearly,North,Student,3,1
A0202,Customer_202,27,Female,Married,Fixed Deposit,824002,2.982345408802731,3,2014-10-13,2027-10-27,Success,87066,Withdrawal,Quarterly,East,Unemployed,2,5
A0203,Customer_203,41,Male,Single,Current,417774,5.62457260356433,11,2010-01-06,2028-03-11,Success,80694,Deposit,Monthly,South,Self-Employed,0,2
A0204,Customer_204,66,Female,Married,Fixed Deposit,494821,2.967488560608689,16,2008-04-17,2023-03-11,Failed,8603,Withdrawal,Monthly,East,Student,4,2
A0205,Customer_205,28,Female,Divorced,Fixed Deposit,513855,4.24407461201496,6,2018-02-12,2027-07-18,Success,22045,Withdrawal,Monthly,East,Employed,2,4
A0206,Customer_206,52,Female,Single,Savings,939347,6.917266617814409,16,2003-12-07,2026-11-27,Failed,66765,Transfer,Monthly,West,Self-Employed,3,2
A0207,Customer_207,67,Female,Married,Fixed Deposit,694150,2.372344970217964,19,2005-11-10,2023-06-29,Failed,50971,Transfer,Monthly,South,Student,5,3
A0208,Customer_208,51,Female,Divorced,Savings,278877,6.8123762448800775,4,2017-07-20,2029-10-06,Failed,98575,Deposit,Quarterly,North,Unemployed,1,3
A0209,Customer_209,18,Female,Divorced,Current,96563,5.6753974301310945,20,2015-09-19,2029-08-09,Success,84650,Withdrawal,Quarterly,South,Employed,5,1
A0210,Customer_210,56,Female,Married,Savings,674045,2.5967690563648276,10,2005-04-18,2024-02-13,Success,98552,Deposit,Monthly,South,Unemployed,0,1
A0211,Customer_211,38,Male,Divorced,Savings,571557,2.203171164859377,2,2010-11-16,2023-03-13,Failed,66836,Transfer,Quarterly,East,Student,3,5
A0212,Customer_212,49,Male,Divorced,Current,407351,3.3955612315460524,19,2004-01-21,2021-04-03,Failed,49155,Transfer,Yearly,West,Self-Employed,4,3
A0213,Customer_213,19,Female,Single,Savings,194862,3.3211979765469777,13,2017-12-05,2021-12-09,Success,65450,Deposit,Quarterly,West,Student,5,5
A0214,Customer_214,25,Male,Divorced,Savings,390043,2.8046442487830685,3,2011-10-30,2027-01-15,Failed,68112,Withdrawal,Monthly,South,Student,3,1
A0215,Customer_215,41,Female,Single,Current,929506,6.230070980452602,2,2019-05-02,2030-07-12,Success,60952,Withdrawal,Yearly,West,Retired,3,5
A0216,Customer_216,69,Male,Divorced,Fixed Deposit,400974,2.0282256800891005,11,2000-09-28,2025-12-30,Failed,23561,Withdrawal,Quarterly,South,Student,3,4
A0217,Customer_217,37,Female,Single,Savings,388345,4.331656691047895,12,2007-09-09,2028-08-05,Success,42282,Withdrawal,Yearly,North,Self-Employed,1,2
A0218,Customer_218,33,Female,Divorced,Fixed Deposit,196646,6.687472252354238,14,2001-11-22,2028-07-13,Success,93487,Transfer,Yearly,East,Employed,5,4
A0219,Customer_219,21,Female,Married,Current,468429,2.1997029466071494,14,2003-04-03,2021-12-24,Failed,49105,Deposit,Monthly,West,Unemployed,0,3
A0220,Customer_220,33,Female,Divorced,Current,47784,6.643141192295776,4,2013-05-10,2026-09-28,Failed,68975,Transfer,Quarterly,South,Unemployed,4,1
A0221,Customer_221,54,Male,Married,Fixed Deposit,277085,4.984401660071888,8,2020-12-11,2025-06-04,Failed,91130,Transfer,Monthly,East,Retired,1,5
A0222,Customer_222,23,Female,Divorced,Savings,462101,5.86830474929444,20,2018-06-06,2023-03-08,Failed,63446,Transfer,Monthly,North,Self-Employed,1,5
A0223,Customer_223,23,Male,Married,Fixed Deposit,488648,5.126833312794889,1,2003-06-16,2026-07-02,Failed,93901,Transfer,Monthly,South,Student,4,4
A0224,Customer_224,64,Male,Married,Current,277195,6.2156999059725635,13,2018-10-14,2024-07-25,Failed,64953,Deposit,Monthly,West,Employed,4,2
A0225,Customer_225,49,Female,Single,Current,238232,3.505774091577192,2,2011-02-14,2027-10-07,Failed,62196,Deposit,Quarterly,North,Retired,4,1
A0226,Customer_226,70,Male,Married,Savings,878740,5.94954091208715,10,2016-11-18,2027-10-15,Failed,35271,Withdrawal,Quarterly,North,Unemployed,0,3
A0227,Customer_227,22,Female,Divorced,Current,282607,4.750800898599833,17,2009-04-05,2026-09-27,Failed,76277,Deposit,Monthly,South,Unemployed,4,3
A0228,Customer_228,66,Male,Married,Fixed Deposit,592655,2.364403977395275,2,2017-04-11,2021-08-18,Success,52652,Transfer,Yearly,North,Unemployed,4,1
A0229,Customer_229,52,Female,Divorced,Fixed Deposit,65633,5.538407806972376,11,2008-08-04,2028-06-24,Failed,83737,Withdrawal,Quarterly,West,Student,5,4
A0230,Customer_230,67,Male,Married,Fixed Deposit,159471,4.626975335924402,18,2005-05-03,2025-01-18,Failed,76643,Withdrawal,Monthly,South,Student,3,3
A0231,Customer_231,26,Male,Divorced,Fixed Deposit,789775,6.784938588137519,19,2014-10-26,2025-06-17,Success,85262,Deposit,Quarterly,East,Student,0,1
A0232,Customer_232,26,Female,Divorced,Savings,731302,4.603031436658519,5,2009-11-14,2022-08-29,Failed,4897,Withdrawal,Monthly,North,Student,2,4
A0233,Customer_233,60,Male,Divorced,Fixed Deposit,700891,5.931291196686788,11,2016-04-13,2029-01-11,Success,27258,Deposit,Monthly,West,Student,4,4
A0234,Customer_234,48,Male,Divorced,Savings,102400,2.796852462587179,17,2014-04-20,2030-07-30,Success,28873,Withdrawal,Yearly,West,Unemployed,1,5
A0235,Customer_235,53,Female,Divorced,Current,90870,4.715400775411574,8,2003-10-02,2025-10-18,Success,26707,Transfer,Monthly,East,Employed,1,2
A0236,Customer_236,28,Female,Married,Current,701596,4.017085332123397,5,2004-09-23,2025-02-23,Success,59355,Withdrawal,Monthly,East,Unemployed,4,4
A0237,Customer_237,34,Female,Divorced,Savings,361491,3.7470147543101784,2,2012-12-15,2025-05-01,Success,30821,Deposit,Quarterly,North,Student,5,3
A0238,Customer_238,51,Female,Married,Savings,848438,6.416983694335587,13,2016-06-20,2025-03-08,Success,51991,Transfer,Yearly,North,Self-Employed,3,2
A0239,Customer_239,56,Male,Single,Current,568750,5.316672382201385,15,2018-11-18,2021-02-19,Success,28751,Withdrawal,Quarterly,East,Unemployed,5,5
A0240,Customer_240,45,Female,Single,Current,435096,3.655332683056512,20,2007-09-27,2024-03-11,Failed,40207,Deposit,Yearly,West,Employed,0,1
A0241,Customer_241,31,Female,Married,Fixed Deposit,794202,3.4678717858510195,19,2001-03-21,2024-11-13,Failed,55808,Transfer,Monthly,South,Unemployed,2,1
A0242,Customer_242,52,Female,Divorced,Savings,619372,6.7515413818007595,17,2014-05-28,2024-12-10,Success,49525,Transfer,Yearly,South,Student,0,5
A0243,Customer_243,66,Female,Married,Current,239564,5.091403004918206,3,2005-12-05,2024-06-15,Failed,74990,Transfer,Quarterly,West,Student,5,5
A0244,Customer_244,64,Male,Single,Savings,581493,4.374285943680669,8,2016-12-10,2025-12-31,Failed,20705,Deposit,Monthly,West,Self-Employed,4,3
A0245,Customer_245,62,Male,Married,Current,64946,4.806673415887668,14,2018-05-19,2030-10-22,Success,49134,Transfer,Yearly,East,Retired,5,2
A0246,Customer_246,30,Male,Married,Savings,882639,5.760668783677116,10,2002-08-08,2027-04-17,Failed,33461,Withdrawal,Yearly,North,Self-Employed,3,4
A0247,Customer_247,63,Female,Divorced,Savings,406910,5.246500566929717,13,2001-03-06,2021-12-25,Success,72261,Withdrawal,Quarterly,West,Retired,4,4
A0248,Customer_248,37,Male,Single,Current,859160,2.5736097570113263,5,2003-10-04,2023-06-03,Failed,11209,Transfer,Yearly,East,Self-Employed,4,4
A0249,Customer_249,43,Male,Divorced,Fixed Deposit,548967,3.7300364541138427,5,2010-05-29,2029-03-01,Failed,17706,Transfer,Quarterly,East,Employed,1,1
A0250,Customer_250,60,Female,Divorced,Fixed Deposit,439967,3.201739382166283,11,2008-12-10,2030-12-16,Failed,98616,Deposit,Quarterly,North,Retired,1,1
A0251,Customer_251,59,Male,Married,Fixed Deposit,562527,5.2113217791058535,3,2010-09-06,2025-12-25,Failed,11113,Withdrawal,Monthly,North,Retired,3,3
A0252,Customer_252,41,Male,Married,Current,721442,6.593036495936352,16,2006-10-04,2029-04-26,Failed,38772,Transfer,Quarterly,West,Unemployed,2,3
A0253,Customer_253,46,Female,Married,Current,910004,3.219135819334418,19,2010-09-06,2025-08-30,Success,58362,Transfer,Quarterly,West,Self-Employed,5,3
A0254,Customer_254,51,Male,Married,Fixed Deposit,982846,2.1993862421270967,2,2016-09-25,2030-01-05,Success,68102,Withdrawal,Yearly,South,Retired,1,5
A0255,Customer_255,46,Female,Divorced,Current,498889,6.428300794993975,18,2016-11-15,2025-12-18,Success,46181,Transfer,Quarterly,East,Retired,1,3
A0256,Customer_256,25,Male,Divorced,Current,601534,3.906863038090334,13,2020-09-08,2024-03-28,Failed,30269,Deposit,Quarterly,South,Employed,3,4
A0257,Customer_257,33,Male,Married,Fixed Deposit,925481,5.981032928265172,9,2011-12-11,2022-11-02,Success,76641,Withdrawal,Yearly,West,Employed,5,3
A0258,Customer_258,32,Female,Married,Current,248088,2.566870137522963,3,2005-03-29,2030-01-14,Success,5492,Withdrawal,Monthly,South,Student,1,3
A0259,Customer_259,22,Male,Single,Current,500397,3.2829527832656096,13,2008-07-08,2029-03-01,Failed,61081,Transfer,Monthly,East,Employed,2,1
A0260,Customer_260,39,Female,Divorced,Savings,314369,5.619878041849621,17,2015-05-01,2025-10-03,Success,67243,Withdrawal,Monthly,West,Unemployed,1,1
A0261,Customer_261,19,Female,Divorced,Savings,83790,2.1235286485901446,14,2015-10-29,2029-03-04,Success,81512,Deposit,Yearly,West,Unemployed,2,1
A0262,Customer_262,55,Female,Divorced,Fixed Deposit,414982,4.584339112867007,5,2008-09-30,2025-08-24,Failed,44189,Withdrawal,Monthly,North,Retired,0,4
A0263,Customer_263,53,Female,Married,Savings,947630,5.85247161146097,5,2010-08-23,2022-07-26,Success,55950,Deposit,Quarterly,North,Employed,0,2
A0264,Customer_264,32,Male,Married,Savings,896420,4.571545310423401,16,2005-11-21,2030-05-16,Success,59233,Transfer,Monthly,South,Employed,1,5
A0265,Customer_265,55,Male,Married,Current,750003,4.543677965013567,18,2003-04-04,2027-08-03,Success,61382,Deposit,Quarterly,North,Retired,4,4
A0266,Customer_266,32,Female,Single,Savings,37415,4.434023545825916,7,2011-11-24,2027-09-16,Failed,56789,Transfer,Quarterly,South,Self-Employed,3,2
A0267,Customer_267,18,Male,Married,Current,527491,3.4821698478714227,16,2019-07-09,2021-12-19,Success,53702,Deposit,Yearly,North,Unemployed,3,5
A0268,Customer_268,22,Male,Single,Savings,599967,5.257640979905142,13,2009-10-01,2022-08-12,Success,48270,Transfer,Quarterly,North,Retired,1,4
A0269,Customer_269,63,Male,Married,Fixed Deposit,945195,3.6015637857427705,19,2000-04-07,2023-05-02,Failed,65313,Transfer,Monthly,North,Self-Employed,5,3
A0270,Customer_270,58,Male,Divorced,Current,542922,2.411727240242504,7,2006-06-23,2024-05-27,Success,41652,Deposit,Monthly,East,Self-Employed,4,1
A0271,Customer_271,21,Female,Single,Savings,840333,2.4797821554316135,18,2020-10-17,2026-04-29,Failed,35885,Deposit,Yearly,South,Retired,3,4
A0272,Customer_272,32,Male,Married,Current,600245,6.858143849532165,20,2017-11-18,2030-09-24,Success,50218,Withdrawal,Quarterly,North,Student,1,5
A0273,Customer_273,22,Female,Married,Fixed Deposit,711446,5.86659259118046,17,2010-01-24,2026-11-22,Failed,3339,Transfer,Yearly,North,Self-Employed,1,5
A0274,Customer_274,20,Male,Divorced,Fixed Deposit,651403,4.666029110823966,8,2008-07-26,2024-10-05,Success,23636,Withdrawal,Quarterly,East,Unemployed,3,5
A0275,Customer_275,39,Male,Married,Current,155610,5.134665379877084,8,2015-03-21,2021-09-28,Failed,57992,Withdrawal,Monthly,South,Self-Employed,4,4
A0276,Customer_276,22,Female,Divorced,Fixed Deposit,127124,3.053907374677625,3,2007-01-30,2027-08-17,Failed,30743,Transfer,Monthly,West,Unemployed,5,5
A0277,Customer_277,50,Female,Married,Fixed Deposit,996365,5.1475724195533346,9,2011-11-22,2029-06-25,Success,34915,Deposit,Quarterly,West,Unemployed,0,5
A0278,Customer_278,33,Female,Single,Savings,794969,3.0658756593223977,14,2015-04-26,2025-03-20,Failed,84687,Deposit,Monthly,West,Student,4,4
A0279,Customer_279,35,Female,Single,Fixed Deposit,471852,5.427025915094072,11,2000-12-02,2021-12-29,Success,10046,Transfer,Monthly,North,Self-Employed,2,1
A0280,Customer_280,60,Male,Divorced,Savings,182276,6.1783253887268454,19,2002-03-08,2021-01-28,Success,47167,Withdrawal,Quarterly,South,Retired,1,5
A0281,Customer_281,49,Female,Married,Current,996163,3.027897839909576,3,2020-07-31,2025-08-05,Success,10902,Withdrawal,Quarterly,East,Self-Employed,1,1
A0282,Customer_282,31,Female,Divorced,Fixed Deposit,176284,6.143743354929345,4,2011-12-01,2028-03-01,Failed,38703,Withdrawal,Quarterly,West,Employed,3,5
A0283,Customer_283,52,Male,Divorced,Current,223182,6.393186158546206,14,2014-04-18,2024-01-25,Failed,65867,Transfer,Quarterly,South,Employed,5,1
A0284,Customer_284,26,Male,Married,Fixed Deposit,848732,5.7068751743140345,14,2007-12-08,2025-08-25,Failed,67312,Withdrawal,Quarterly,South,Employed,0,5
A0285,Customer_285,64,Female,Single,Savings,203087,4.176188813394351,12,2018-12-08,2022-12-18,Failed,71750,Withdrawal,Quarterly,South,Retired,0,1
A0286,Customer_286,54,Female,Single,Fixed Deposit,133315,6.083771740635898,12,2009-09-07,2027-03-27,Success,84465,Withdrawal,Yearly,East,Employed,5,1
A0287,Customer_287,54,Female,Divorced,Current,45748,2.3606024662737104,7,2013-09-10,2026-03-08,Failed,10344,Withdrawal,Quarterly,East,Retired,0,2
A0288,Customer_288,48,Female,Divorced,Fixed Deposit,444940,5.430217696493662,11,2020-08-03,2028-12-19,Success,36331,Deposit,Yearly,East,Student,5,3
A0289,Customer_289,33,Female,Divorced,Savings,83175,2.1187647305140356,12,2014-08-16,2027-05-16,Failed,29950,Transfer,Yearly,North,Student,5,5
A0290,Customer_290,68,Female,Single,Current,717308,5.584341419179565,20,2019-04-02,2029-06-21,Failed,12998,Transfer,Quarterly,North,Employed,3,5
A0291,Customer_291,48,Female,Single,Savings,457542,2.1894315737307406,1,2006-02-11,2022-07-15,Success,15643,Withdrawal,Monthly,South,Self-Employed,4,4
A0292,Customer_292,69,Male,Single,Fixed Deposit,212727,2.366240145797583,10,2007-07-07,2023-03-28,Success,9451,Withdrawal,Yearly,West,Unemployed,3,4
A0293,Customer_293,44,Female,Divorced,Fixed Deposit,863520,2.889960817777171,6,2006-01-23,2023-02-01,Success,47316,Transfer,Monthly,East,Unemployed,3,1
A0294,Customer_294,30,Female,Divorced,Savings,658694,3.259540004956879,12,2005-12-27,2030-05-03,Failed,5117,Deposit,Quarterly,South,Employed,0,3
A0295,Customer_295,24,Male,Single,Current,156061,2.3522104611606256,20,2017-12-29,2025-04-13,Failed,71668,Transfer,Quarterly,South,Self-Employed,3,4
A0296,Customer_296,24,Male,Divorced,Savings,875625,6.108096593158156,15,2002-03-16,2024-03-31,Success,26354,Transfer,Yearly,East,Self-Employed,2,4
A0297,Customer_297,60,Female,Single,Current,624952,6.554932872155605,20,2005-09-22,2027-03-19,Success,43846,Withdrawal,Quarterly,North,Employed,5,5
A0298,Customer_298,45,Female,Single,Current,271413,4.038163892478965,5,2014-09-04,2026-07-03,Failed,25874,Deposit,Yearly,South,Unemployed,4,5
A0299,Customer_299,40,Female,Single,Current,336281,4.255628318720209,15,2013-02-06,2021-06-22,Success,88587,Deposit,Yearly,South,Employed,0,1
A0300,Customer_300,45,Female,Married,Savings,956047,4.022240103521385,2,2008-10-09,2030-03-25,Failed,43254,Withdrawal,Quarterly,East,Student,5,4
A0301,Customer_301,44,Male,Married,Current,763422,3.5820212295983342,8,2010-05-05,2030-04-08,Failed,32871,Transfer,Yearly,West,Student,4,4
A0302,Customer_302,47,Female,Divorced,Savings,959580,3.947509336221916,7,2017-05-04,2024-05-21,Success,39777,Deposit,Yearly,South,Self-Employed,5,1
A0303,Customer_303,64,Female,Married,Savings,847561,2.5915288081330945,12,2015-02-22,2030-05-12,Success,97776,Transfer,Monthly,North,Unemployed,4,2
A0304,Customer_304,21,Male,Single,Savings,71267,2.0294946373039013,5,2016-10-19,2027-07-26,Failed,89692,Withdrawal,Quarterly,West,Employed,5,5
A0305,Customer_305,61,Male,Divorced,Fixed Deposit,92254,5.6014284051339835,3,2005-06-03,2024-05-29,Success,36074,Withdrawal,Monthly,West,Employed,0,2
A0306,Customer_306,59,Female,Single,Fixed Deposit,407951,2.3161879537984946,4,2016-06-20,2026-07-17,Success,25087,Transfer,Yearly,East,Employed,3,1
A0307,Customer_307,59,Female,Single,Fixed Deposit,584390,5.729755155206025,2,2015-01-26,2027-04-10,Success,92589,Deposit,Yearly,North,Retired,3,3
A0308,Customer_308,24,Male,Divorced,Current,417656,2.2275842689306296,8,2013-03-15,2029-04-19,Success,79271,Transfer,Quarterly,South,Student,5,1
A0309,Customer_309,21,Female,Single,Fixed Deposit,579870,6.241256195030713,20,2017-04-12,2026-03-14,Failed,18170,Deposit,Yearly,East,Employed,0,3
A0310,Customer_310,43,Male,Married,Fixed Deposit,342968,3.7885006937402395,5,2004-05-15,2023-07-09,Failed,98716,Withdrawal,Yearly,North,Employed,2,4
A0311,Customer_311,64,Male,Divorced,Fixed Deposit,899235,4.514184754570407,10,2011-08-30,2021-04-20,Failed,93971,Transfer,Yearly,South,Retired,3,1
A0312,Customer_312,39,Female,Married,Current,290617,3.4491829941754,1,2007-07-27,2029-11-15,Success,97069,Withdrawal,Yearly,North,Retired,5,4
A0313,Customer_313,69,Male,Married,Savings,545932,5.429393295248996,11,2015-03-14,2021-01-11,Success,71288,Withdrawal,Monthly,East,Self-Employed,0,3
A0314,Customer_314,24,Male,Divorced,Fixed Deposit,481412,5.032829205934153,4,2015-06-25,2022-09-23,Failed,34327,Deposit,Yearly,West,Employed,2,3
A0315,Customer_315,33,Male,Single,Savings,962713,3.4075872214613194,10,2004-01-13,2023-12-12,Failed,1218,Deposit,Monthly,North,Retired,3,3
A0316,Customer_316,30,Female,Married,Savings,916895,6.633454398724293,15,2007-01-10,2024-05-14,Failed,39352,Deposit,Monthly,West,Student,5,3
A0317,Customer_317,30,Female,Married,Savings,13964,3.90706787240182,16,2012-04-13,2028-03-08,Failed,37042,Transfer,Quarterly,South,Self-Employed,4,2
A0318,Customer_318,52,Male,Married,Savings,825758,6.110611850795268,1,2000-03-27,2030-05-11,Success,45533,Deposit,Monthly,West,Retired,5,3
A0319,Customer_319,46,Female,Divorced,Fixed Deposit,735435,2.1540957567836223,11,2015-02-02,2028-02-21,Failed,53028,Transfer,Monthly,North,Unemployed,5,4
A0320,Customer_320,26,Male,Single,Current,654323,2.781617370749554,7,2000-03-10,2026-04-20,Success,53283,Transfer,Monthly,North,Unemployed,3,1
A0321,Customer_321,45,Male,Single,Fixed Deposit,617118,3.0993286273025515,18,2018-08-27,2022-05-24,Failed,76115,Deposit,Quarterly,North,Student,3,3
A0322,Customer_322,29,Female,Divorced,Current,548945,5.73376955803456,7,2001-07-10,2028-05-02,Success,99427,Withdrawal,Yearly,East,Retired,0,4
A0323,Customer_323,35,Female,Divorced,Fixed Deposit,820656,5.983852185215228,7,2000-04-07,2028-06-20,Failed,85992,Transfer,Quarterly,South,Employed,0,3
A0324,Customer_324,47,Female,Single,Fixed Deposit,440976,6.2473371902750605,18,2009-03-22,2024-03-24,Failed,1658,Transfer,Monthly,South,Unemployed,1,2
A0325,Customer_325,33,Male,Divorced,Savings,118984,3.4748923465659565,17,2002-03-11,2025-09-05,Failed,61966,Deposit,Monthly,South,Unemployed,2,2
A0326,Customer_326,22,Male,Divorced,Current,435574,5.170228345098925,9,2011-10-12,2023-01-05,Failed,85833,Transfer,Monthly,North,Student,4,5
A0327,Customer_327,46,Male,Divorced,Fixed Deposit,157911,3.4902825160804776,18,2002-05-01,2026-07-08,Failed,67293,Deposit,Quarterly,North,Self-Employed,0,5
A0328,Customer_328,69,Female,Single,Current,156398,6.434890594861243,16,2015-05-17,2028-09-18,Failed,99866,Withdrawal,Quarterly,East,Employed,5,3
A0329,Customer_329,53,Female,Single,Current,595116,6.826826967113357,20,2010-01-01,2028-03-26,Success,19666,Withdrawal,Monthly,East,Unemployed,1,4
A0330,Customer_330,24,Male,Married,Fixed Deposit,617493,6.335694861759415,5,2007-11-19,2023-09-30,Failed,52201,Transfer,Quarterly,West,Retired,2,3
A0331,Customer_331,21,Female,Single,Current,611981,5.2397030432943446,1,2004-12-02,2021-04-27,Failed,29929,Deposit,Quarterly,West,Student,3,2
A0332,Customer_332,59,Female,Single,Fixed Deposit,796216,6.7869582455406,13,2016-04-07,2022-05-04,Success,29843,Deposit,Monthly,East,Student,5,4
A0333,Customer_333,52,Female,Married,Fixed Deposit,986294,2.0557510388465294,19,2006-05-09,2029-07-30,Failed,94909,Deposit,Yearly,East,Unemployed,2,1
A0334,Customer_334,18,Female,Married,Savings,106071,6.373834638113891,17,2005-08-25,2024-02-10,Failed,98290,Withdrawal,Quarterly,West,Student,1,3
A0335,Customer_335,23,Male,Single,Savings,970857,2.7068693311227543,2,2004-04-30,2026-07-13,Success,27608,Withdrawal,Monthly,East,Employed,1,3
A0336,Customer_336,66,Female,Divorced,Current,111766,2.2088657023396276,9,2000-10-05,2021-10-01,Success,62285,Deposit,Monthly,East,Self-Employed,3,5
A0337,Customer_337,33,Male,Married,Savings,591016,4.86359297471698,6,2000-07-13,2027-09-20,Failed,30734,Deposit,Monthly,West,Student,1,5
A0338,Customer_338,28,Male,Single,Current,818411,3.970408504350187,2,2013-11-22,2029-05-12,Failed,67710,Deposit,Monthly,North,Retired,2,2
A0339,Customer_339,44,Male,Single,Fixed Deposit,106896,4.737627250961191,10,2002-01-23,2025-01-21,Success,77039,Transfer,Yearly,East,Unemployed,0,3
A0340,Customer_340,49,Female,Married,Savings,824914,2.4256342837471943,7,2001-04-10,2027-07-09,Success,72532,Transfer,Monthly,East,Student,2,3
A0341,Customer_341,48,Female,Divorced,Fixed Deposit,300990,3.0502644534519527,20,2013-04-29,2026-05-23,Failed,99402,Withdrawal,Monthly,East,Unemployed,5,1
A0342,Customer_342,31,Male,Divorced,Savings,910613,5.70715241519907,9,2014-09-22,2027-05-06,Success,61538,Transfer,Yearly,West,Retired,5,1
A0343,Customer_343,43,Female,Single,Savings,562652,5.629686733478741,2,2020-01-19,2025-11-22,Failed,94800,Withdrawal,Yearly,North,Retired,0,4
A0344,Customer_344,21,Male,Married,Savings,923889,3.0586847146099245,15,2018-09-27,2030-09-27,Failed,60576,Deposit,Monthly,East,Self-Employed,3,3
A0345,Customer_345,28,Female,Married,Fixed Deposit,361572,6.528140151721668,1,2004-11-11,2023-11-23,Failed,44750,Transfer,Quarterly,North,Student,5,5
A0346,Customer_346,42,Male,Married,Current,921538,6.257294256707754,3,2013-06-11,2028-01-17,Success,11355,Transfer,Yearly,South,Employed,3,4
